,variables
7443,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_7
7444,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_14
7445,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_30
7446,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_60
7447,card_Merch_des_zip_unique_count_for_card_Merch_des_state_0
7448,card_Merch_des_zip_unique_count_for_card_Merch_des_state_1
7449,card_Merch_des_zip_unique_count_for_card_Merch_des_state_3
7450,card_Merch_des_zip_unique_count_for_card_Merch_des_state_7
7451,card_Merch_des_zip_unique_count_for_card_Merch_des_state_14
7452,card_Merch_des_zip_unique_count_for_card_Merch_des_state_30
7453,card_Merch_des_zip_unique_count_for_card_Merch_des_state_60
7454,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_0
7455,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_1
7456,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_3
7457,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_7
7458,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_14
7459,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_30
7460,card_Merch_des_zip_unique_count_for_card_Merch_state_zip_60
7461,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_0
7462,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_1
7463,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_3
7464,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_7
7465,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_14
7466,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_30
7467,card_Merch_des_zip_unique_count_for_card_Merch_num_des_state_60
7468,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_0
7469,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_1
7470,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_3
7471,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_7
7472,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_14
7473,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_30
7474,card_Merch_des_zip_unique_count_for_card_Merch_num_des_zip_60
7475,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_0
7476,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_1
7477,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_3
7478,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_7
7479,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_14
7480,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_30
7481,card_Merch_des_zip_unique_count_for_card_Merch_num_state_zip_60
7482,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_0
7483,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_1
7484,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_3
7485,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_7
7486,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_14
7487,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_30
7488,card_Merch_des_zip_unique_count_for_card_Merch_des_state_zip_60
7489,card_Merch_des_zip_unique_count_for_card_Merch_all_info_0
7490,card_Merch_des_zip_unique_count_for_card_Merch_all_info_1
7491,card_Merch_des_zip_unique_count_for_card_Merch_all_info_3
7492,card_Merch_des_zip_unique_count_for_card_Merch_all_info_7
7493,card_Merch_des_zip_unique_count_for_card_Merch_all_info_14
7494,card_Merch_des_zip_unique_count_for_card_Merch_all_info_30
7495,card_Merch_des_zip_unique_count_for_card_Merch_all_info_60
7496,card_Merch_state_zip_unique_count_for_Cardnum_0
7497,card_Merch_state_zip_unique_count_for_Cardnum_1
7498,card_Merch_state_zip_unique_count_for_Cardnum_3
7499,card_Merch_state_zip_unique_count_for_Cardnum_7
7500,card_Merch_state_zip_unique_count_for_Cardnum_14
7501,card_Merch_state_zip_unique_count_for_Cardnum_30
7502,card_Merch_state_zip_unique_count_for_Cardnum_60
7503,card_Merch_state_zip_unique_count_for_Merchnum_0
7504,card_Merch_state_zip_unique_count_for_Merchnum_1
7505,card_Merch_state_zip_unique_count_for_Merchnum_3
7506,card_Merch_state_zip_unique_count_for_Merchnum_7
7507,card_Merch_state_zip_unique_count_for_Merchnum_14
7508,card_Merch_state_zip_unique_count_for_Merchnum_30
7509,card_Merch_state_zip_unique_count_for_Merchnum_60
7510,card_Merch_state_zip_unique_count_for_Merch_description_0
7511,card_Merch_state_zip_unique_count_for_Merch_description_1
7512,card_Merch_state_zip_unique_count_for_Merch_description_3
7513,card_Merch_state_zip_unique_count_for_Merch_description_7
7514,card_Merch_state_zip_unique_count_for_Merch_description_14
7515,card_Merch_state_zip_unique_count_for_Merch_description_30
7516,card_Merch_state_zip_unique_count_for_Merch_description_60
7517,card_Merch_state_zip_unique_count_for_Merch_num_des_0
7518,card_Merch_state_zip_unique_count_for_Merch_num_des_1
7519,card_Merch_state_zip_unique_count_for_Merch_num_des_3
7520,card_Merch_state_zip_unique_count_for_Merch_num_des_7
7521,card_Merch_state_zip_unique_count_for_Merch_num_des_14
7522,card_Merch_state_zip_unique_count_for_Merch_num_des_30
7523,card_Merch_state_zip_unique_count_for_Merch_num_des_60
7524,card_Merch_state_zip_unique_count_for_Merch_num_state_0
7525,card_Merch_state_zip_unique_count_for_Merch_num_state_1
7526,card_Merch_state_zip_unique_count_for_Merch_num_state_3
7527,card_Merch_state_zip_unique_count_for_Merch_num_state_7
7528,card_Merch_state_zip_unique_count_for_Merch_num_state_14
7529,card_Merch_state_zip_unique_count_for_Merch_num_state_30
7530,card_Merch_state_zip_unique_count_for_Merch_num_state_60
7531,card_Merch_state_zip_unique_count_for_Merch_num_zip_0
7532,card_Merch_state_zip_unique_count_for_Merch_num_zip_1
7533,card_Merch_state_zip_unique_count_for_Merch_num_zip_3
7534,card_Merch_state_zip_unique_count_for_Merch_num_zip_7
7535,card_Merch_state_zip_unique_count_for_Merch_num_zip_14
7536,card_Merch_state_zip_unique_count_for_Merch_num_zip_30
7537,card_Merch_state_zip_unique_count_for_Merch_num_zip_60
7538,card_Merch_state_zip_unique_count_for_Merch_des_state_0
7539,card_Merch_state_zip_unique_count_for_Merch_des_state_1
7540,card_Merch_state_zip_unique_count_for_Merch_des_state_3
7541,card_Merch_state_zip_unique_count_for_Merch_des_state_7
7542,card_Merch_state_zip_unique_count_for_Merch_des_state_14
7543,card_Merch_state_zip_unique_count_for_Merch_des_state_30
7544,card_Merch_state_zip_unique_count_for_Merch_des_state_60
7545,card_Merch_state_zip_unique_count_for_Merch_des_zip_0
7546,card_Merch_state_zip_unique_count_for_Merch_des_zip_1
7547,card_Merch_state_zip_unique_count_for_Merch_des_zip_3
7548,card_Merch_state_zip_unique_count_for_Merch_des_zip_7
7549,card_Merch_state_zip_unique_count_for_Merch_des_zip_14
7550,card_Merch_state_zip_unique_count_for_Merch_des_zip_30
7551,card_Merch_state_zip_unique_count_for_Merch_des_zip_60
7552,card_Merch_state_zip_unique_count_for_Merch_state_zip_0
7553,card_Merch_state_zip_unique_count_for_Merch_state_zip_1
7554,card_Merch_state_zip_unique_count_for_Merch_state_zip_3
7555,card_Merch_state_zip_unique_count_for_Merch_state_zip_7
7556,card_Merch_state_zip_unique_count_for_Merch_state_zip_14
7557,card_Merch_state_zip_unique_count_for_Merch_state_zip_30
7558,card_Merch_state_zip_unique_count_for_Merch_state_zip_60
7559,card_Merch_state_zip_unique_count_for_Merch_num_des_state_0
7560,card_Merch_state_zip_unique_count_for_Merch_num_des_state_1
7561,card_Merch_state_zip_unique_count_for_Merch_num_des_state_3
7562,card_Merch_state_zip_unique_count_for_Merch_num_des_state_7
7563,card_Merch_state_zip_unique_count_for_Merch_num_des_state_14
7564,card_Merch_state_zip_unique_count_for_Merch_num_des_state_30
7565,card_Merch_state_zip_unique_count_for_Merch_num_des_state_60
7566,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_0
7567,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_1
7568,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_3
7569,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_7
7570,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_14
7571,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_30
7572,card_Merch_state_zip_unique_count_for_Merch_num_des_zip_60
7573,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_0
7574,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_1
7575,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_3
7576,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_7
7577,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_14
7578,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_30
7579,card_Merch_state_zip_unique_count_for_Merch_num_state_zip_60
7580,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_0
7581,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_1
7582,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_3
7583,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_7
7584,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_14
7585,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_30
7586,card_Merch_state_zip_unique_count_for_Merch_des_state_zip_60
7587,card_Merch_state_zip_unique_count_for_Merch_all_info_0
7588,card_Merch_state_zip_unique_count_for_Merch_all_info_1
7589,card_Merch_state_zip_unique_count_for_Merch_all_info_3
7590,card_Merch_state_zip_unique_count_for_Merch_all_info_7
7591,card_Merch_state_zip_unique_count_for_Merch_all_info_14
7592,card_Merch_state_zip_unique_count_for_Merch_all_info_30
7593,card_Merch_state_zip_unique_count_for_Merch_all_info_60
7594,card_Merch_state_zip_unique_count_for_card_Merchnum_0
7595,card_Merch_state_zip_unique_count_for_card_Merchnum_1
7596,card_Merch_state_zip_unique_count_for_card_Merchnum_3
7597,card_Merch_state_zip_unique_count_for_card_Merchnum_7
7598,card_Merch_state_zip_unique_count_for_card_Merchnum_14
7599,card_Merch_state_zip_unique_count_for_card_Merchnum_30
7600,card_Merch_state_zip_unique_count_for_card_Merchnum_60
7601,card_Merch_state_zip_unique_count_for_card_Merch_description_0
7602,card_Merch_state_zip_unique_count_for_card_Merch_description_1
7603,card_Merch_state_zip_unique_count_for_card_Merch_description_3
7604,card_Merch_state_zip_unique_count_for_card_Merch_description_7
7605,card_Merch_state_zip_unique_count_for_card_Merch_description_14
7606,card_Merch_state_zip_unique_count_for_card_Merch_description_30
7607,card_Merch_state_zip_unique_count_for_card_Merch_description_60
7608,card_Merch_state_zip_unique_count_for_card_Merch_state_0
7609,card_Merch_state_zip_unique_count_for_card_Merch_state_1
7610,card_Merch_state_zip_unique_count_for_card_Merch_state_3
7611,card_Merch_state_zip_unique_count_for_card_Merch_state_7
7612,card_Merch_state_zip_unique_count_for_card_Merch_state_14
7613,card_Merch_state_zip_unique_count_for_card_Merch_state_30
7614,card_Merch_state_zip_unique_count_for_card_Merch_state_60
7615,card_Merch_state_zip_unique_count_for_card_Merch_zip_0
7616,card_Merch_state_zip_unique_count_for_card_Merch_zip_1
7617,card_Merch_state_zip_unique_count_for_card_Merch_zip_3
7618,card_Merch_state_zip_unique_count_for_card_Merch_zip_7
7619,card_Merch_state_zip_unique_count_for_card_Merch_zip_14
7620,card_Merch_state_zip_unique_count_for_card_Merch_zip_30
7621,card_Merch_state_zip_unique_count_for_card_Merch_zip_60
7622,card_Merch_state_zip_unique_count_for_card_Merch_num_des_0
7623,card_Merch_state_zip_unique_count_for_card_Merch_num_des_1
7624,card_Merch_state_zip_unique_count_for_card_Merch_num_des_3
7625,card_Merch_state_zip_unique_count_for_card_Merch_num_des_7
7626,card_Merch_state_zip_unique_count_for_card_Merch_num_des_14
7627,card_Merch_state_zip_unique_count_for_card_Merch_num_des_30
7628,card_Merch_state_zip_unique_count_for_card_Merch_num_des_60
7629,card_Merch_state_zip_unique_count_for_card_Merch_num_state_0
7630,card_Merch_state_zip_unique_count_for_card_Merch_num_state_1
7631,card_Merch_state_zip_unique_count_for_card_Merch_num_state_3
7632,card_Merch_state_zip_unique_count_for_card_Merch_num_state_7
7633,card_Merch_state_zip_unique_count_for_card_Merch_num_state_14
7634,card_Merch_state_zip_unique_count_for_card_Merch_num_state_30
7635,card_Merch_state_zip_unique_count_for_card_Merch_num_state_60
7636,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_0
7637,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_1
7638,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_3
7639,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_7
7640,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_14
7641,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_30
7642,card_Merch_state_zip_unique_count_for_card_Merch_num_zip_60
7643,card_Merch_state_zip_unique_count_for_card_Merch_des_state_0
7644,card_Merch_state_zip_unique_count_for_card_Merch_des_state_1
7645,card_Merch_state_zip_unique_count_for_card_Merch_des_state_3
7646,card_Merch_state_zip_unique_count_for_card_Merch_des_state_7
7647,card_Merch_state_zip_unique_count_for_card_Merch_des_state_14
7648,card_Merch_state_zip_unique_count_for_card_Merch_des_state_30
7649,card_Merch_state_zip_unique_count_for_card_Merch_des_state_60
7650,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_0
7651,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_1
7652,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_3
7653,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_7
7654,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_14
7655,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_30
7656,card_Merch_state_zip_unique_count_for_card_Merch_des_zip_60
7657,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_0
7658,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_1
7659,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_3
7660,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_7
7661,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_14
7662,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_30
7663,card_Merch_state_zip_unique_count_for_card_Merch_num_des_state_60
7664,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_0
7665,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_1
7666,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_3
7667,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_7
7668,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_14
7669,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_30
7670,card_Merch_state_zip_unique_count_for_card_Merch_num_des_zip_60
7671,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_0
7672,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_1
7673,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_3
7674,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_7
7675,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_14
7676,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_30
7677,card_Merch_state_zip_unique_count_for_card_Merch_num_state_zip_60
7678,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_0
7679,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_1
7680,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_3
7681,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_7
7682,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_14
7683,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_30
7684,card_Merch_state_zip_unique_count_for_card_Merch_des_state_zip_60
7685,card_Merch_state_zip_unique_count_for_card_Merch_all_info_0
7686,card_Merch_state_zip_unique_count_for_card_Merch_all_info_1
7687,card_Merch_state_zip_unique_count_for_card_Merch_all_info_3
7688,card_Merch_state_zip_unique_count_for_card_Merch_all_info_7
7689,card_Merch_state_zip_unique_count_for_card_Merch_all_info_14
7690,card_Merch_state_zip_unique_count_for_card_Merch_all_info_30
7691,card_Merch_state_zip_unique_count_for_card_Merch_all_info_60
7692,card_Merch_num_des_state_unique_count_for_Cardnum_0
7693,card_Merch_num_des_state_unique_count_for_Cardnum_1
7694,card_Merch_num_des_state_unique_count_for_Cardnum_3
7695,card_Merch_num_des_state_unique_count_for_Cardnum_7
7696,card_Merch_num_des_state_unique_count_for_Cardnum_14
7697,card_Merch_num_des_state_unique_count_for_Cardnum_30
7698,card_Merch_num_des_state_unique_count_for_Cardnum_60
7699,card_Merch_num_des_state_unique_count_for_Merchnum_0
7700,card_Merch_num_des_state_unique_count_for_Merchnum_1
7701,card_Merch_num_des_state_unique_count_for_Merchnum_3
7702,card_Merch_num_des_state_unique_count_for_Merchnum_7
7703,card_Merch_num_des_state_unique_count_for_Merchnum_14
7704,card_Merch_num_des_state_unique_count_for_Merchnum_30
7705,card_Merch_num_des_state_unique_count_for_Merchnum_60
7706,card_Merch_num_des_state_unique_count_for_Merch_description_0
7707,card_Merch_num_des_state_unique_count_for_Merch_description_1
7708,card_Merch_num_des_state_unique_count_for_Merch_description_3
7709,card_Merch_num_des_state_unique_count_for_Merch_description_7
7710,card_Merch_num_des_state_unique_count_for_Merch_description_14
7711,card_Merch_num_des_state_unique_count_for_Merch_description_30
7712,card_Merch_num_des_state_unique_count_for_Merch_description_60
7713,card_Merch_num_des_state_unique_count_for_Merch_num_des_0
7714,card_Merch_num_des_state_unique_count_for_Merch_num_des_1
7715,card_Merch_num_des_state_unique_count_for_Merch_num_des_3
7716,card_Merch_num_des_state_unique_count_for_Merch_num_des_7
7717,card_Merch_num_des_state_unique_count_for_Merch_num_des_14
7718,card_Merch_num_des_state_unique_count_for_Merch_num_des_30
7719,card_Merch_num_des_state_unique_count_for_Merch_num_des_60
7720,card_Merch_num_des_state_unique_count_for_Merch_num_state_0
7721,card_Merch_num_des_state_unique_count_for_Merch_num_state_1
